input,output,instruction,generated_answer,inference_time,rouge1,rouge2,rougeL,bleu,meteor,semantic_similarity
What are the causes of Irritable bowel syndrome ?,"Researchers have yet to discover any specific cause for IBS. One theory is that people who suffer from IBS have a colon, or large intestine, that is particularly sensitive and reactive to certain foods and stress. The immune system, which fights infection, may also be involved.
Normal motility, or movement, may not be present in the colon of a person who has IBS. It can be spasmodic or can even stop working temporarily. Spasms are sudden strong muscle contractions that come and go. The lining of the colon called the epithelium, which is affected by the immune and nervous systems, regulates the flow of fluids in and out of the colon. In IBS, the epithelium appears to work properly. However, when the contents inside the colon move too quickly, the colon loses its ability to absorb fluids. The result is too much fluid in the stool. In other people, the movement inside the colon is too slow, which causes extra fluid to be absorbed. As a result, a person develops constipation. A person’s colon may respond strongly to stimuli such as certain foods or stress that would not bother most people. Recent research has reported that serotonin is linked with normal gastrointestinal (GI) functioning. Serotonin is a neurotransmitter, or chemical, that delivers messages from one part of your body to another. Ninety-five percent of the serotonin in your body is located in the GI tract, and the other 5 percent is found in the brain. Cells that line the inside of the bowel work as transporters and carry the serotonin out of the GI tract. People with IBS, however, have diminished receptor activity, causing abnormal levels of serotonin to exist in the GI tract. As a result, they experience problems with bowel movement, motility, and sensation—having more sensitive pain receptors in their GI tract. Researchers have reported that IBS may be caused by a bacterial infection in the gastrointestinal tract. Studies show that people who have had gastroenteritis sometimes develop IBS, otherwise called post-infectious IBS. Researchers have also found very mild celiac disease in some people with symptoms similar to IBS. People with celiac disease cannot digest gluten, a substance found in wheat, rye, and barley. People with celiac disease cannot eat these foods without becoming very sick because their immune system responds by damaging the small intestine. A blood test can determine whether celiac disease may be present.",Answer this question truthfully,"Irritable bowel syndrome (IBS) is a functional gastrointestinal disorder characterized by symptoms such as abdominal pain, bloating, and altered bowel habits (diarrhea, constipation, or both). The exact cause of IBS is not fully understood, but several factors are believed to contribute to its development:

1. **Gut Motility Issues**: Abnormalities in the movement of the intestines can lead to symptoms of IBS.

2. **Visceral Hypersensitivity**: Increased sensitivity of the intestines to stimuli can result in pain and discomfort.

3. **Psychological Factors**: Stress, anxiety, and depression can exacerbate symptoms and may play a role in the onset of IBS.

4. **Gut Microbiota**: An imbalance in the gut microbiome may influence IBS symptoms.

5. **Post-Infectious IBS**: Some individuals develop IBS symptoms following a gastrointestinal infection.

6. **Dietary Factors**: Certain foods, such as those high in fat, fiber, or certain carbohydrates (FODMAPs), can trigger symptoms.

7. **Hormonal Changes**: Hormonal fluctuations, particularly in women, can influence IBS symptoms.

8. **Genetic Predisposition**: A family history of IBS may increase the likelihood of developing the condition.

IBS is a complex disorder, and its symptoms can vary widely among individuals. Management often involves dietary changes, stress management, and medications tailored to specific symptoms.",4.202778339385986,0.32053422370617696,0.04690117252931323,0.1302170283806344,0.004306998358533807,0.16960874160963366,0.9540901780128479
What causes Malignant hypertension?,"The disorder affects about 1% of people with high blood pressure, including both children and adults. It is more common in younger adults, especially African-American men.
It also occurs in people with:
Collagen vascular disorders Kidney problems Toxemia of pregnancy
You are at high risk for malignant hypertension if you have had:
Kidney failure Renal hypertension caused by renal artery stenosis",Answer this question truthfully,"Malignant hypertension is a severe form of high blood pressure that can lead to organ damage. It is characterized by extremely high blood pressure (usually defined as systolic blood pressure over 180 mm Hg and/or diastolic blood pressure over 120 mm Hg) and often presents with signs of end-organ damage.

The causes of malignant hypertension can include:

1. **Primary Hypertension**: Long-standing, untreated essential hypertension can progress to malignant hypertension.
2. **Secondary Hypertension**: Conditions that cause secondary hypertension, such as:
   - **Renal diseases** (e.g., chronic kidney disease, renal artery stenosis)
   - **Endocrine disorders** (e.g., pheochromocytoma, Cushing's syndrome, hyperaldosteronism)
   - **Pregnancy-related conditions** (e.g., preeclampsia)
   - **Medications** (e.g., certain stimulants, nonsteroidal anti-inflammatory drugs)
3. **Vascular diseases**: Conditions affecting blood vessels, such as aortic coarctation.
4. **Genetic factors**: A family history of hypertension may increase risk.
5. **Lifestyle factors**: Poor diet, obesity, lack of physical activity, and excessive alcohol consumption can contribute to the development of hypertension.

Malignant hypertension is a medical emergency and requires immediate treatment to prevent serious complications, including heart failure, stroke, and kidney failure.",4.118162155151367,0.24793388429752067,0.058333333333333334,0.12396694214876033,0.01202493339637379,0.2547228615266591,0.9512295722961426
When to seek urgent medical care when I have Beckwith-Wiedemann syndrome ?,"If you have a child with Beckwith-Wiedemann syndrome and worrisome symptoms develop, call your pediatrician immediately.",Answer this question truthfully,"If you have Beckwith-Wiedemann syndrome (BWS), you should seek urgent medical care in the following situations:

1. **Abdominal Pain or Distension**: This could indicate an issue with organ enlargement or tumors, which are more common in individuals with BWS.

2. **Breathing Difficulties**: Any signs of respiratory distress should be addressed immediately.

3. **Signs of Infection**: Fever, chills, or other signs of infection should prompt urgent evaluation.

4. **Unusual Bleeding or Bruising**: This could indicate a bleeding disorder or other complications.

5. **Neurological Symptoms**: Sudden changes in consciousness, severe headaches, or seizures require immediate attention.

6. **Growths or Masses**: Rapidly growing masses or changes in existing growths should be evaluated promptly.

7. **Severe Hypoglycemia**: Symptoms like confusion, sweating, or fainting may indicate dangerously low blood sugar levels.

Regular follow-up with a healthcare provider familiar with BWS is essential for monitoring and managing potential complications.",3.4229471683502197,0.13580246913580246,0.049999999999999996,0.09876543209876543,0.007309571208797751,0.22938273670123782,0.8864868879318237
What causes Stasis dermatitis and ulcers?,Venous insufficiency is a long-term (chronic) condition in which the veins have problems sending blood from the legs back to the heart.,Answer this question truthfully,"Stasis dermatitis and ulcers are primarily caused by chronic venous insufficiency (CVI), which occurs when the veins in the legs are unable to effectively return blood to the heart. This leads to increased pressure in the veins, causing fluid to leak into the surrounding tissues. Key factors contributing to stasis dermatitis and ulcers include:

1. **Venous Insufficiency**: Dysfunction of the valves in the veins, leading to blood pooling.
2. **Increased Venous Pressure**: Conditions such as obesity, prolonged standing, or sitting can exacerbate venous pressure.
3. **Age**: Older adults are more susceptible due to weakened vein walls and valves.
4. **Previous Leg Injuries or Surgeries**: These can damage veins and affect blood flow.
5. **Medical Conditions**: Conditions like heart failure, diabetes, and blood clotting disorders can increase risk.
6. **Lifestyle Factors**: Sedentary lifestyle, smoking, and lack of exercise can contribute to poor venous health.

The combination of these factors can lead to skin changes (stasis dermatitis) and the formation of ulcers, particularly around the ankles. Treatment typically focuses on improving venous circulation, managing symptoms, and preventing complications.",4.511173963546753,0.1407035175879397,0.050761421319796954,0.10050251256281408,0.015673518665394372,0.19396551724137934,0.9154638051986694
Where to find centers that perform Mitral valve surgery (open)?,Directions to Hospitals Performing Mitral valve surgery - open,Answer this question truthfully,"To find centers that perform open mitral valve surgery, you can consider the following options:

1. **Academic Medical Centers**: Major universities with medical schools often have specialized cardiac surgery departments. Look for institutions known for their cardiology and cardiac surgery programs.

2. **Cardiovascular Specialty Hospitals**: Facilities that focus specifically on heart conditions typically have experienced surgeons and advanced technology for cardiac procedures.

3. **Health Insurance Provider**: Check with your health insurance company for a list of in-network hospitals and surgeons who perform mitral valve surgery.

4. **Professional Organizations**: Websites of organizations like the American College of Cardiology (ACC) or the Society of Thoracic Surgeons (STS) may provide resources or directories of accredited centers.

5. **Referrals from Healthcare Providers**: Consult your primary care physician or a cardiologist for recommendations on reputable centers for mitral valve surgery.

6. **Online Resources**: Websites like Healthgrades, Vitals, or the U.S. News & World Report rankings can help identify hospitals with strong cardiac surgery programs.

Always ensure that the center you choose has a good reputation, experienced surgeons, and a multidisciplinary team for optimal care.",7.832929372787476,0.07446808510638299,0.03225806451612903,0.06382978723404256,0.0045211548410193005,0.15273625373716368,0.8187044262886047
When to seek urgent medical care when I have Separation anxiety disorder ?,Call your health care provider if your child has significant separation anxiety after age 2.,Answer this question truthfully,"If you have separation anxiety disorder and experience any of the following symptoms, it is important to seek urgent medical care:

1. **Severe Distress**: If your anxiety becomes overwhelming and you are unable to function in daily life.
2. **Panic Attacks**: If you experience frequent panic attacks that are difficult to manage.
3. **Suicidal Thoughts**: If you have thoughts of self-harm or suicide.
4. **Substance Abuse**: If you are using drugs or alcohol to cope with your anxiety.
5. **Physical Symptoms**: If you develop severe physical symptoms (e.g., chest pain, shortness of breath) that may indicate a medical emergency.
6. **Inability to Care for Yourself**: If you are unable to perform basic self-care or responsibilities due to anxiety.

In any of these situations, it is crucial to seek immediate help from a healthcare professional or go to the nearest emergency room.",2.942564010620117,0.0880503144654088,0.025477707006369428,0.06289308176100629,0.003693611000802966,0.11940298507462688,0.8828248381614685
When to seek urgent medical care when I have Monkeypox ?,"If you develop fever, swollen lymph nodes, and/ or rash. If you have complaints (including ulcers) in the anal and genital area.",Answer this question truthfully,"If you have monkeypox and experience any of the following symptoms, you should seek urgent medical care:

1. **Severe Rash or Skin Lesions**: If the rash becomes extensive, painful, or shows signs of infection (such as increased redness, swelling, or pus).
2. **Difficulty Breathing**: Any signs of respiratory distress or difficulty breathing.
3. **High Fever**: A persistent high fever (above 101°F or 38.3°C) that does not respond to over-the-counter medications.
4. **Severe Headache**: Intense headaches that are not relieved by usual pain relief methods.
5. **Confusion or Altered Mental Status**: Any changes in consciousness or confusion.
6. **Severe Pain**: Uncontrolled pain, especially in the abdomen or chest.
7. **Bleeding**: Unexplained bleeding or bruising.

If you suspect you have monkeypox, it is also important to contact a healthcare provider for guidance on testing and management, even if you do not have urgent symptoms.",2.5357749462127686,0.1420118343195266,0.04790419161676647,0.10650887573964496,0.009978249784405435,0.24422099899298114,0.9240614771842957
What are the symptoms of Dressler's syndrome?,"Anxiety Chest pain May come and go (recur) Pain may be sharp and stabbing (pleuritic) or tight and crushing (ischemic) Pain may get worse when breathing and may go away when you stand or sit up Pain moves to the neck, shoulder, back, or abdomen Difficulty breathing Dry cough Fast heart rate (tachycardia) Fatigue Fever (more common with the second type of pericarditis) Malaise (general ill feeling) Splinting of ribs (bending over or holding the chest) with deep breathing",Answer this question truthfully,"Dressler's syndrome, also known as post-myocardial infarction syndrome, is an autoimmune response that can occur after a heart attack or heart surgery. Symptoms typically include:

1. **Chest pain**: Often pleuritic in nature, worsening with deep breathing or coughing.
2. **Fever**: Low-grade fever is common.
3. **Pericarditis**: Inflammation of the pericardium, leading to sharp chest pain and a pericardial friction rub on examination.
4. **Shortness of breath**: Due to fluid accumulation or pericardial effusion.
5. **Fatigue**: Generalized tiredness and malaise.
6. **Joint pain**: Arthralgia may occur in some patients.

These symptoms usually develop weeks to months after the initial cardiac event. If you suspect Dressler's syndrome, it is important to consult a healthcare professional for proper diagnosis and management.",1.894745111465454,0.31840796019900497,0.030150753768844223,0.12935323383084574,0.010385025176414013,0.21593027724577335,0.9352669715881348
Who is at highest risk for Asthma ?,"Many people with asthma have an individual or family history of allergies, such as hay fever (allergic rhinitis) or eczema. Others have no history of allergies.",Answer this question truthfully,"Individuals at the highest risk for asthma include:

1. **Children**: Asthma often begins in childhood, and children with a family history of asthma or allergies are at increased risk.
2. **Individuals with a family history of asthma or allergies**: Genetic predisposition plays a significant role.
3. **People with allergic conditions**: Those with allergic rhinitis, eczema, or food allergies are more likely to develop asthma.
4. **Individuals exposed to environmental factors**: Exposure to tobacco smoke, air pollution, allergens (like pollen, mold, pet dander), and occupational irritants can increase risk.
5. **People with respiratory infections**: Severe respiratory infections during early childhood can increase the likelihood of developing asthma.
6. **Obese individuals**: Obesity is associated with a higher risk of asthma due to inflammatory processes and mechanical factors.
7. **Individuals with a history of asthma exacerbations**: Previous episodes of wheezing or asthma attacks can indicate a higher risk.

It's important to note that asthma can affect anyone, regardless of age or background, but these factors can increase susceptibility.",3.706979274749756,0.16666666666666669,0.052631578947368425,0.125,0.00781670718595538,0.26030228364311603,0.9257493615150452
What are the symptoms of Human papillomavirus?,"HPV may lead to a broad spectrum of diseases. If you are infected you may have no signs or symptoms of HPV infection or, you may have increased risk of developing cancer.
There are over 100 different kinds of HPV and not all of them cause health problems. Some types of HPV may cause problems such as genital warts, while others can cause cancer of the cervix, vagina, vulva, or anus. Most of these problems are caused by types 6, 11, 16 or 18. 
When cancer develops, it may affect men and women. According to the CDC, HPV may be involved in different types of cancer, with the following incidences: 
Cervical cancer: The most common HPV -associated cancer. Almost all cervical cancers are caused by HPV. Vulvar cancer: About 50% are linked to HPV. Vaginal cancer: About 65% are linked to HPV. Penile cancer: About 35% are linked to HPV. Anal cancer: About 95% are linked to HPV. Oropharyngeal cancer: About 60% are linked to HPV.",Answer this question truthfully,"Human papillomavirus (HPV) often does not cause any symptoms, and many people may be unaware they are infected. However, when symptoms do occur, they can include:

1. **Genital Warts**: Small, flesh-colored or gray swellings in the genital area, which can appear as single or multiple bumps.
2. **Common Warts**: Rough, raised bumps that can appear on hands, fingers, or other areas of the body.
3. **Plantar Warts**: Hard, grainy growths that usually appear on the soles of the feet.
4. **Flat Warts**: Small, flat-topped bumps that can occur anywhere on the body, often in groups.
5. **Cervical Changes**: HPV can cause changes in cervical cells, which may be detected through Pap smears. These changes can lead to cervical cancer if not monitored or treated.

Most HPV infections resolve on their own without causing any health problems. However, certain high-risk types of HPV can lead to cancers, including cervical, anal, and oropharyngeal cancers. Regular screenings and vaccinations can help prevent HPV-related health issues.",5.416053056716919,0.3253012048192771,0.07272727272727272,0.1686746987951807,0.017081179018968894,0.2243313883579936,0.9605736136436462
What causes Diabetic coma?,"The cause may severe diabetic hypoglycemia, diabetic ketoacidosis or hyperosmolar nonketotic coma.",Answer this question truthfully,"Diabetic coma can be caused by two main conditions related to diabetes: 

1. **Diabetic Ketoacidosis (DKA)**: This occurs primarily in type 1 diabetes when there is a severe lack of insulin, leading to high blood sugar levels and the production of ketones, which can cause the blood to become acidic.

2. **Hyperglycemic Hyperosmolar State (HHS)**: This typically occurs in type 2 diabetes and is characterized by extremely high blood sugar levels without significant ketone production. It leads to severe dehydration and electrolyte imbalances.

Both conditions can result from factors such as missed insulin doses, infections, illness, or inadequate management of diabetes. Additionally, hypoglycemia (low blood sugar) can also lead to a diabetic coma if not treated promptly.",2.5182480812072754,0.15503875968992248,0.015748031496062992,0.10852713178294575,0.004045247892479593,0.2197802197802198,0.9413779973983765
