id,data
da68c6d6-0e0e-4be7-97b8-abeafbc77ec0,"{'Context': array([""The rate of aortic aneurysm rupture correlates with the aneurysm's diameter, and a higher rate of rupture is observed in patients with larger aneurysms. According to the literature, contradictory results concerning the relationship between atmospheric pressure and aneurysm size have been reported.AIM: In this paper, we assessed the influence of changes in atmospheric pressure on abdominal aneurysm ruptures in relationship to the aneurysm's size."",
       'The records of 223 patients with ruptured abdominal aneurysms were evaluated. All of the patients had been admitted to the department in the period 1997-2007 from the Silesia region. The atmospheric pressures on the day of the rupture and on the days both before the rupture and between the rupture events were compared. The size of the aneurysm was also considered in the analysis.',
       'There were no statistically significant differences in pressure between the days of rupture and the remainder of the days within an analysed period. The highest frequency of the admission of patients with a ruptured aortic aneurysm was observed during periods of winter and spring, when the highest mean values of atmospheric pressure were observed; however, this observation was not statistically confirmed. A statistically non-significant trend towards the higher rupture of large aneurysms (>7 cm) was observed in the cases where the pressure increased between the day before the rupture and the day of the rupture. This trend was particularly pronounced in patients suffering from hypertension (p = 0.1).'],
      dtype=object), 'Correct Answer': 'maybe', 'Correct Option': 'C', 'Long Answer': 'The results of this study do not support the hypothesis that there is a direct link between atmospheric pressure values and abdominal aortic aneurysm ruptures.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'The influence of atmospheric pressure on aortic aneurysm rupture--is the diameter of the aneurysm important?'}"
1e897a3e-6fcc-4883-94b2-20df454cc360,"{'Context': array(['To test the predictive value of distal ureteral diameter (UD) on reflux resolution after endoscopic injection in children with primary vesicoureteral reflux (VUR).',
       'This was a retrospective review of patients diagnosed with primary VUR between 2009 and 2012 who were managed by endoscopic injection. Seventy preoperative and postoperative voiding cystourethrograms were reviewed. The largest UD within the false pelvis was measured. The UD was divided by the L1-L3 vertebral body distance to get the UD ratio (UDR). One radiologist interpreted the findings of voiding cystourethrography in all patients. Clinical outcome was defined as reflux resolution.',
       'Seventy patients were enrolled in this series (17 boys and 53 girls). Mean age was 5.9 years (1.2-13 years). Grade III presented in 37 patients (53%), and 33 patients (47%) were of grade IV. Mean distal UD was 5.5\xa0mm (2.5-13\xa0mm). Mean UDR was 37.8% (18%-70%). Macroplastique injection was performed in all. Subureteric injection was performed in 60 patients (86%), whereas intraureteric injection was performed in 10 patients. No postoperative complications were detected. The effect of grade, UD, and UDR on success after endoscopic injection was tested. UD and UDR were significant predictors of reflux resolution on logistic regression analysis (P\xa0<.007 and .001, respectively).'],
      dtype=object), 'Correct Answer': 'yes', 'Correct Option': 'A', 'Long Answer': 'UDR provides an objective measurement of VUR and appears as a predictive tool of success after endoscopic injection.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Can distal ureteral diameter predict reflux resolution after endoscopic injection?'}"
0e4e9eb7-1cea-408e-b8c5-59fb21888242,"{'Context': array(['This prospective, randomized study was designed to evaluate whether or not early postoperative feeding (claimed as a unique benefit of laparoscopic surgery) is possible after laparotomy and colorectal resection.',
       'The trial was performed between July 1, 1992 and October 31, 1992 and included all 64 consecutive patients who underwent laparotomy with either a colonic or an ileal resection. In all cases the nasogastric tube was removed immediately after the operation. Group 1 consisted of 32 patients (age range, 15-81 years; mean, 52 years) who received a regular diet on the first postoperative morning. Group 2 consisted of 32 patients (age range, 15-87 years; mean, 52 years) who were fed in a traditional manner. Regular food was permitted after resolution of ileus as defined by resumption of bowel movements in the absence of abdominal distention, nausea, or vomiting.',
       'The rate of nasogastric tube reinsertion for distention with persistent vomiting was 18.7 percent (six patients) in Group 1 and 12.5 percent (four patients) in Group 2. Although vomiting was experienced more frequently by patients in Group 1 (44 percent vs. 25 percent, respectively), there was no difference between the two groups with regard to the duration of postoperative ileus (3.6 vs. 3.4 days, respectively). In the 26 patients from Group 1 who did not require nasogastric tube reinsertion, there was a trend toward shorter hospitalization (6.7 vs. 8.0 days, respectively).'],
      dtype=object), 'Correct Answer': 'no', 'Correct Option': 'B', 'Long Answer': ""Early oral intake is possible after laparotomy and colorectal resection. Thus, the laparoscopic surgeon's claim of early tolerated oral intake may not be unique to laparoscopy."", 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Must early postoperative oral intake be limited to laparoscopy?'}"
3e83a326-17ad-4f83-b619-5e16ec3c0245,"{'Context': array(['This study investigated associations between the performance of dental students in each of the three components of the selection procedure [academic average, Undergraduate Medicine and Health Sciences Admission Test (UMAT) and structured interview], socio-demographic characteristics and their academic success in an undergraduate dental surgery programme.',
       'Longitudinal review of admissions data relating to students entering dental education at the University of Otago, New Zealand, between 2004 and 2009 was compared with academic performance throughout the dental programme.',
       'After controlling for variables, pre-admission academic average, UMAT scores and interview performance did not predict performance as a dental student. Class place in second year, however, was a strong predictor of class place in final year. Multivariate analysis demonstrated that the best predictors of higher class placement in the final year were New Zealand European ethnicity and domestic (rather than international) student status. Other socio-demographic characteristics were not associated with performance. These interim findings provide a sound base for the ongoing study.'],
      dtype=object), 'Correct Answer': 'no', 'Correct Option': 'B', 'Long Answer': 'The study found important socio-demographic differences in pre-admission test scores, but those scores did not predict performance in the dental programme, whether measured in second year or in final year.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Does performance in selection processes predict performance as a dental student?'}"
3795d3af-77fe-4e84-9fc8-0e61bf52fccd,"{'Context': array(['To compare two treatment strategies in preterm infants with or at risk of respiratory distress syndrome: early surfactant administration (within one hour of birth) versus late surfactant administration, in a geographically defined population.',
       'The primary outcome was chronic lung disease (CLD) and mortality before/at 36 weeks. Secondary outcomes included: duration of mechanical ventilation and continuous positive airway pressure (CPAP), post-natal steroids for CLD and major neonatal morbidities.',
       ""Premature infants born at 22-32 weeks' gestation between January 2006 and December 2009."",
       'Ten neonatal intensive care units (NICUs) in New South Wales (NSW) and Australian Capital Territory (ACT), Australia.',
       'Retrospective analysis of prospectively collected data from the regional NICU database in NSW and ACT.',
       'Of the 2170 infants who received surfactant, 1182 (54.5%) and 988 (45.5%) received early and late surfactant, respectively. The early surfactant group was less mature (27.1\u2009±\u20092.1 versus 29.4\u2009±\u20092.1 weeks) and had more CLD and mortality (40.2% versus 20.0%). The multivariable analysis showed early surfactant to be associated with less duration of ventilation, longer duration of CPAP and longer hospital stay but had little or no impact on CLD/mortality.'],
      dtype=object), 'Correct Answer': 'maybe', 'Correct Option': 'C', 'Long Answer': 'Early surfactant administration is associated with shorter duration of ventilation but does not appear to be significantly protective against CLD/mortality among premature infants. This may support the growing evidence for consideration of CPAP as an alternative to routine intubation and early surfactant administration. Further investigation from large randomized clinical trials is warranted to confirm these results.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Does timing of initial surfactant treatment make a difference in rates of chronic lung disease or mortality in premature infants?'}"
8edfdbda-b3f9-4c40-a23c-716ca33e1f65,"{'Context': array(['A secondary analysis of one-hundred-sixty-seven patients referred for treatment of cancer-related pain was conducted. Pain intensity at admission was recorded and patients were divided in three categories of pain intensity: mild, moderate and severe. Patients were offered a treatment with opioid dose titration, according to department policy. Data regarding opioid doses and pain intensity were collected after dose titration was completed. Four levels of opioid response were considered: (a) good pain control, with minimal opioid escalation and without relevant adverse effects; (b) good pain control requiring more aggressive opioid escalation, for example doubling the doses in four days; (c) adequate pain control associated with the occurrence of adverse effects; (d) poor pain control with adverse effects.',
       ""Seventy-six, forty-four, forty-one and six patients showed a response a, b, c, and d, respectively. No correlation between baseline pain intensity categories and opioid response was found. Patients with response 'b' and 'd' showed higher values of OEImg.""],
      dtype=object), 'Correct Answer': 'no', 'Correct Option': 'B', 'Long Answer': 'Baseline pain intensity does not predict the outcome after an appropriate opioid titration. It is likely that non-homogeneous pain treatment would have biased the outcome of a previous work.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Does pain intensity predict a poor opioid response in cancer patients?'}"
84183d48-d049-4ce2-b832-51d3d27210c1,"{'Context': array(['Celiac disease (CD) is believed to be a permanent intolerance to gluten. A number of patients, however, discontinue the gluten-free diet (GFD) without developing symptoms or signs. The aim of our study was to investigate whether CD patients are capable of developing tolerance to gluten.',
       'All 77 adult patients from our hospital known to have biopsy-proven CD for more than 10 years were invited to participate. We investigated symptoms, gluten consumption, antibodies for CD and other autoimmunity, human leukocyte antigen (HLA)-typing, bone mineral density, and performed small bowel biopsies. Tolerance was defined as no immunological or histological signs of CD while consuming gluten.',
       'Sixty-six patients accepted participation, but after review of the diagnostic biopsies 53 were found to have true CD. Twenty-three percent of patients had a gluten-containing diet, 15% admitted gluten transgression and 62% followed the GFD. Patients on a GFD had significantly more osteoporosis. Normal small bowel mucosa was found in four of eight on gluten-containing diet and in four of four with gluten transgression. Two patients were considered to have developed tolerance to gluten. One of them was HLA-DQ2/DQ8 negative.'],
      dtype=object), 'Correct Answer': 'maybe', 'Correct Option': 'C', 'Long Answer': 'Development of tolerance to gluten seems possible in some patients with CD. Further follow-up will show whether this tolerance is permanent or only a long-term return to latency. This feature may be associated with genetic characteristics, especially with HLA genotypes that differ from DQ2 or DQ8. More insight into the mechanisms of the development of gluten tolerance may help to distinguish those CD patients that might not require life-long GFD.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Gluten tolerance in adult patients with celiac disease 20 years after diagnosis?'}"
f9c79d10-d9bf-4327-9e1d-4572eb4e6e6d,"{'Context': array(['A retrospective multicenter study of series of 12 patients with spinal cord sarcoidosis who underwent surgery.',
       'To evaluate the postoperative outcomes of patients with cervical spinal cord sarcoidosis accompanied with compressive myelopathy and effect of decompressive surgery on the prognosis of sarcoidosis.',
       'Sarcoidosis is a chronic, multisystem noncaseating granulomatous disease. It is difficult to differentiate spinal cord sarcoidosis from cervical compressive myelopathy. There are no studies regarding the coexistence of compressive cervical myelopathy with cervical spinal cord sarcoidosis and the effect of decompressive surgery.',
       'Nagoya Spine Group database included 1560 cases with cervical myelopathy treated with cervical laminectomy or laminoplasty from 2001 to 2005. A total of 12 patients (0.08% of cervical myelopathy) were identified spinal cord sarcoidosis treated with decompressive surgery. As a control subject, 8 patients with spinal cord sarcoidosis without compressive lesion who underwent high-dose steroid therapy without surgery were recruited.',
       'In the surgery group, enhancing lesions on magnetic resonance imaging (MRI) were mostly seen at C5-C6, coincident with the maximum compression level in all cases. Postoperative recovery rates in the surgery group at 1 week and 4 weeks were -7.4% and -1.1%, respectively. Only 5 cases had showed clinical improvement, and the condition of these 5 patients had worsened again at averaged 7.4 weeks after surgery. Postoperative oral steroid therapy was initiated at an average of 6.4 weeks and the average initial dose was 54.0 mg in the surgery group, while 51.3 mg in the nonsurgery group. The recovery rate of the Japanese Orthopedic Association score, which increased after steroid therapy, was better in the nonsurgery group (62.5%) than in the surgery group (18.6%) with significant difference (P<0.01).'],
      dtype=object), 'Correct Answer': 'no', 'Correct Option': 'B', 'Long Answer': 'The effect of decompression for spinal cord sarcoidosis with compressive myelopathy was not evident. Early diagnosis for sarcoidosis from other organ and steroid therapy should be needed.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Is decompressive surgery effective for spinal cord sarcoidosis accompanied with compressive cervical myelopathy?'}"
9db1b21f-e943-4cda-bf55-f0ab4b854594,"{'Context': array(['We explored whether QT corrected dispersion (QTcD) can identify left ventricular hypertrophy (LVH) in hypertensives.',
       'We enrolled 100 hypertensive patients (study group) and 30 normotensive subjects (control group). Echocardiography was performed to measure left ventricular mass and left ventricular mass index. Electrocardiogram was performed to measure QTcD.',
       ""LVH was present in 42 patients (42%) of the study group, none among controls. Hypertensive patients had significantly greater indices of LVH and QTcD compared with controls (p<0.001 for all). Similarly, among hypertensive patients, those with LVH had a significantly greater QTcD compared with those without (p<0.001). Pearson's correlation coefficient test demonstrated strongly positive correlations between QTcD and the indices of LVH (p<0.001 for all). Analysis of the receiver operating characteristic curves identified 60 ms as the optimal cut-off value of QTcD that best predicts LVH in hypertensives. Using this value, QTcD was able to predict LVH with a sensitivity of 92.9% and specificity 98.2%.""],
      dtype=object), 'Correct Answer': 'yes', 'Correct Option': 'A', 'Long Answer': 'QTcD is significantly increased in hypertensive patients with LVH compared with those without, being strongly correlated with the indices of LVH. A QTcD cut-off value of 60 ms predicted LVH in hypertensive patients with a high sensitivity and specificity.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Would corrected QT dispersion predict left ventricular hypertrophy in hypertensive patients?'}"
766f3712-745f-4d71-a660-2c5ad26fab84,"{'Context': array(['To evaluate whether robotically assisted laparoscopic prostatectomy (RALP) is less invasive than radical retropubic prostatectomy (RRP), as experimental studies suggest that the acute phase reaction is proportional to surgery-induced tissue damage.',
       ""Between May and November 2006, all patients undergoing RRP or RALP in our department were prospectively assessed. Blood samples were collected 24 h before (T0), during surgery (T1), at the end of anaesthesia (T2), and 12 (T3) and 24 h after surgery (T4), and assayed for interleukin(IL)-6 and IL-1 alpha, C-reactive protein (CRP), and lactate. The Mann-Whitney U-, Student's t- and Friedman tests were used to compare continuous variables, and the Pearson chi-square and Fisher test for categorical variables, with a two-sided P<0.05 considered to indicate significance."",
       'In all, 35 and 26 patients were assessed for RALP and RRP, respectively; the median (interquartile range) age was 62 (56-68) and 68.5 (59.2-71.2) years, respectively (P<0.009). Baseline levels (T0) of IL-1, IL-6, CRP and lactate were comparable in both arms. IL-6, CRP and lactates levels increased during both kinds of surgery. The mean IL-6 and CPR values were higher for RRP at T1 (P = 0.01 and 0.001), T2 (P = 0.001 and<0.001), T3 (P = 0.002 and<0.001) and T4 (P<0.001 and 0.02), respectively. Lactate was higher for RRP at T2 (P = 0.001), T3 (P = 0.001) and T4 (P = 0.004), although remaining within the normal ranges. IL-1 alpha did not change at the different sample times.'],
      dtype=object), 'Correct Answer': 'yes', 'Correct Option': 'A', 'Long Answer': 'This study showed for the first time that RALP induces lower tissue trauma than RRP.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Is robotically assisted laparoscopic radical prostatectomy less invasive than retropubic radical prostatectomy?'}"
2a058477-cb77-44a2-8228-2a8b6b1e37a7,"{'Context': array(['Aromatase inhibitors (AIs) are an effective treatment for postmenopausal women with hormone receptor-positive breast cancer. However, patients receiving AIs report a higher incidence of musculoskeletal symptoms and bone fractures; the mechanism and risk factors for this correlation are not well studied. The aim of this study was to correlate these musculoskeletal symptoms and bone fractures in patients receiving AIs with bone mineral density (BMD), previous tamoxifen use, and administration of calcium/bisphosphonate (Ca/Bis).',
       'We reviewed charts of 856 patients with hormone receptor-positive nonmetastatic breast cancer seen at our institution between January 1999 and October 2007. A total of 316 patients met the inclusion criteria of treatment with one of the AIs for>or = 3 months and availability of a dualenergy X-ray absorptiometry (DEXA) during this treatment. Arthralgia, generalized bone pain and/or myalgia, bone fracture after beginning AIs, any tamoxifen treatment, and Ca/Bis therapy were recorded.',
       'Our study demonstrates a significant association between symptoms and DEXA-BMD results (P<.001). Similarly, the group receiving tamoxifen before AIs had fewer patients with arthralgia or generalized bone pain/myalgia or bone fracture (P<.001). Furthermore, the group receiving AIs plus Ca/Bis had more patients without musculoskeletal symptoms and had fewer fractures. Finally, the group receiving steroidal AIs compared with nonsteroidal AIs had more patients with arthralgia or generalized bone pain and/or myalgia, and bone fractures (P<.001).'],
      dtype=object), 'Correct Answer': 'yes', 'Correct Option': 'A', 'Long Answer': 'Patients on AIs who develop osteoporosis are at increased risk of musculoskeletal symptoms and bone fracture. Comedication with Ca/Bis reduces the likelihood for osteoporosis and musculoskeletal symptoms. Patients who received tamoxifen before AIs were less likely to develop AI-related musculoskeletal symptoms. We recommend that patients on AIs should be offered Ca/Bis to reduce the incidence of musculoskeletal symptoms and fracture, especially if patients are receiving steroidal AI and/or did not receive tamoxifen before AIs.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Aromatase inhibitor-related musculoskeletal symptoms: is preventing osteoporosis the key to eliminating these symptoms?'}"
50a072c0-69ab-4e9f-8b81-32d9454e63c8,"{'Context': array(['Recent evaluations of IT innovations in primary care have highlighted variations between centres and practices in uptake and use. We evaluated whether structural characteristics of a general practice were associated with variations in use of a web-based clinical information system underpinning a Managed Clinical Network in diabetes, between the years 2001 and 2003.',
       'Using a computerised audit trail, we calculated the numbers of web-based operations that occurred in each practice, stratified by staff type and year, and adjusted for the numbers of registered diabetic patients. In regression analyses, we determined whether total use was associated with structural characteristics of the practice (total list size, training status, numbers of GPs (general practitioners), mean age of the GPs, numbers of female GPs, level of deprivation of the population and whether staff had received advanced training in diabetes care).',
       'Initially there were a few practices which made very frequent use of the information system, with relatively high numbers of practices using the facility infrequently. However, overall use gradually became more evenly spread. This effect was particularly evident among nurse users. Frequent use by GPs was evident in only a small number of practices, with mean GP use decreasing over the three years. In linear regression analyses, none of the general practice variables were associated with online use, either overall or stratified by staff type, except for the numbers of diabetes-educated staff. This was consistently associated with increased use by nurses and GPs.'],
      dtype=object), 'Correct Answer': 'no', 'Correct Option': 'B', 'Long Answer': 'The analyses show that structural characteristics of a practice are not associated with uptake of a new IT facility, but that its use may be influenced by post-graduate education in the relevant clinical condition. For this diabetes system at least, practice nurse use was critical in spreading uptake beyond initial GP enthusiasts and for sustained and rising use in subsequent years.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Do general practice characteristics influence uptake of an information technology (IT) innovation in primary care?'}"
92caba48-5356-4eaa-a55d-e8df5cf57778,"{'Context': array(['Multislice helical computed tomography (CT), which can provide detailed 2-D and 3-D reconstructed images, is useful in imaging diagnosis for dental implant treatment. Therefore, in this study, it was performed to clarify the mandibular depiction of double-oblique reconstructed images when changing their thickness.',
       'A total of 38 sites in the mandibular molar region were examined using multislice helical CT. The thicknesses of the double-oblique images using multislice helical CT scans were reconstructed in 4 conditions: 0.3 mm, 0.9 mm, 1.6 mm, and 4.1 mm. In double-oblique images, mandibular depiction was evaluated by 5 oral radiologists using a subjective rating score.',
       'In the alveolar crest and the whole of the mandibular canal, the highest value was obtained with 0.9 mm-thick images; however, there was no significant difference between 0.3 mm and 0.9 mm-thick images.'],
      dtype=object), 'Correct Answer': 'no', 'Correct Option': 'B', 'Long Answer': 'We concluded that depiction of the superior wall of the mandibular canal cannot be improved by changing the thickness of images.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Can mandibular depiction be improved by changing the thickness of double-oblique computed tomography images?'}"
53293f77-9f1a-4b29-8573-5425e7153e9a,"{'Context': array(['Lymphedema may be identified by simpler circumference changes as compared with changes in limb volume.',
       'Ninety breast cancer patients were prospectively enrolled in an academic trial, and seven upper extremity circumferences were measured quarterly for 3 years. A 10% volume increase or greater than 1 cm increase in arm circumference identified lymphedema with verification by a lymphedema specialist. Sensitivity and specificity of several different criteria for detecting lymphedema were compared using the academic trial as the standard.',
       'Thirty-nine cases of lymphedema were identified by the academic trial. Using a 10% increase in circumference at two sites as the criterion, half the lymphedema cases were detected (sensitivity 37%). When using a 10% increase in circumference at any site, 74.4% of cases were detected (sensitivity 49%). Detection by a 5% increase in circumference at any site was 91% sensitive.'],
      dtype=object), 'Correct Answer': 'maybe', 'Correct Option': 'C', 'Long Answer': 'An increase of 5% in circumference measurements identified the most potential lymphedema cases compared with an academic trial.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Can a practicing surgeon detect early lymphedema reliably?'}"
77f96860-f2f5-4255-ba06-929365fe05ba,"{'Context': array(['To analyze the reliability of micro-computed tomography (micro-CT) to assess bone density and the microstructure of the maxillary bones at the alveolar process in human clinics by direct comparison with conventional stereologic-based histomorphometry.',
       'Analysis of osseous microstructural variables including bone volumetric density (BV/TV) of 39 biopsies from the maxillary alveolar bone was performed by micro-CT. Conventional stereologic-based histomorphometry of 10 bone biopsies was performed by optic microscopy (OM) and low-vacuum surface electronic microscopy (SEM). Percentages of bone between micro-CT and conventional stereologic-based histomorphometry were compared.',
       'Significant positive correlations were observed between BV/TV and the percentage of bone (%Bone) analyzed by SEM (r\xa0=\xa00.933, P\xa0<\xa00.001), by toluidine blue staining OM (r\xa0=\xa00.950, P\xa0<\xa00.001) and by dark field OM (r\xa0=\xa00.667, P\xa0=\xa00.05). The high positive correlation coefficient between BV/TV and trabecular thickness illustrates that a value of BV/TV upper than 50% squares with a bone presenting most of their trabecules thicker than 0.2\xa0mm. The high negative correlation between BV/TV and trabecular separation shows that values of BV/TV upper than 50% squares with a bone presenting most of their trabecules separated less than 0.3\xa0mm each other.'],
      dtype=object), 'Correct Answer': 'yes', 'Correct Option': 'A', 'Long Answer': 'BV/TV assessed by micro-CT correlates with the percentage of bone assessed by conventional stereologic-based histomorphometry. Micro-CT is a reliable technique to determine the bone density and the microstructure of the maxillary alveolar bone at the site of dental implant insertion.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Is micro-computed tomography reliable to determine the microstructure of the maxillary alveolar bone?'}"
697786e6-df49-479d-86a2-8ece2f4a1461,"{'Context': array(['Medicare beneficiaries who have chronic conditions are responsible for a disproportionate share of Medicare fee-for-service expenditures. The objective of this study was to analyze the change in the health of Medicare beneficiaries enrolled in Part A (hospital insurance) between 2008 and 2010 by comparing the prevalence of 11 chronic conditions.',
       'We conducted descriptive analyses using the 2008 and 2010 Chronic Conditions Public Use Files, which are newly available from the Centers for Medicare and Medicaid Services and have administrative (claims) data on 100% of the Medicare fee-for-service population. We examined the data by age, sex, and dual eligibility (eligibility for both Medicare and Medicaid).',
       ""Medicare Part A beneficiaries had more chronic conditions on average in 2010 than in 2008. The percentage increase in the average number of chronic conditions was larger for dual-eligible beneficiaries (2.8%) than for nondual-eligible beneficiaries (1.2%). The prevalence of some chronic conditions, such as congestive heart failure, ischemic heart disease, and stroke/transient ischemic attack, decreased. The deterioration of average health was due to other chronic conditions: chronic kidney disease, depression, diabetes, osteoporosis, rheumatoid arthritis/osteoarthritis. Trends in Alzheimer's disease, cancer, and chronic obstructive pulmonary disease showed differences by sex or dual eligibility or both.""],
      dtype=object), 'Correct Answer': 'yes', 'Correct Option': 'A', 'Long Answer': 'Analyzing the prevalence of 11 chronic conditions by using Medicare claims data provides a monitoring tool that can guide health care providers and policy makers in devising strategies to address chronic conditions and rising health care costs.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Prevalence of chronic conditions among Medicare Part A beneficiaries in 2008 and 2010: are Medicare beneficiaries getting sicker?'}"
9e15b840-9821-4987-9dc4-9f24850b5f33,"{'Context': array(['This study was performed to describe the treatment plan modifications after a geriatric oncology clinic. Assessment of health and functional status and cancer assessment was performed in older cancer patients referred to a cancer center.',
       'Between June 2004 and May 2005, 105 patients 70 years old or older referred to a geriatric oncology consultation at the Institut Curie cancer center were included. Functional status, nutritional status, mood, mobility, comorbidity, medication, social support, and place of residence were assessed. Oncology data and treatment decisions were recorded before and after this consultation. Data were analyzed for a possible correlation between one domain of the assessment and modification of the treatment plan.',
       'Patient characteristics included a median age of 79 years and a predominance of women with breast cancer. About one half of patients had an independent functional status. Nearly 15% presented severe undernourishment. Depression was suspected in 53.1% of cases. One third of these patients had>2 chronic diseases, and 74% of patients took>or =3 medications. Of the 93 patients with an initial treatment decision, the treatment plan was modified for 38.7% of cases after this assessment. Only body mass index and the absence of depressive symptoms were associated with a modification of the treatment plan.'],
      dtype=object), 'Correct Answer': 'yes', 'Correct Option': 'A', 'Long Answer': 'The geriatric oncology consultation led to a modification of the cancer treatment plan in more than one third of cases. Further studies are needed to determine whether these modifications improve the outcome of these older patients.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Does a geriatric oncology consultation modify the cancer treatment plan for elderly patients?'}"
3a72234c-72be-4f3b-9506-94ada6ae176e,"{'Context': array(['This randomized controlled study addressed whether sonographic needle guidance affected clinical outcomes of intraarticular (IA) joint injections.',
       'In total, 148 painful joints were randomized to IA triamcinolone acetonide injection by conventional palpation-guided anatomic injection or sonographic image-guided injection enhanced with a one-handed control syringe (the reciprocating device). A one-needle, 2-syringe technique was used, where the first syringe was used to introduce the needle, aspirate any effusion, and anesthetize and dilate the IA space with lidocaine. After IA placement and synovial space dilation were confirmed, a syringe exchange was performed, and corticosteroid was injected with the second syringe through the indwelling IA needle. Baseline pain, procedural pain, pain at outcome (2 weeks), and changes in pain scores were measured with a 0-10 cm visual analog pain scale (VAS).',
       'Relative to conventional palpation-guided methods, sonographic guidance resulted in 43.0% reduction in procedural pain (p<0.001), 58.5% reduction in absolute pain scores at the 2 week outcome (p<0.001), 75% reduction in significant pain (VAS pain score>or = 5 cm; p<0.001), 25.6% increase in the responder rate (reduction in VAS score>or = 50% from baseline; p<0.01), and 62.0% reduction in the nonresponder rate (reduction in VAS score<50% from baseline; p<0.01). Sonography also increased detection of effusion by 200% and volume of aspirated fluid by 337%.'],
      dtype=object), 'Correct Answer': 'yes', 'Correct Option': 'A', 'Long Answer': 'Sonographic needle guidance significantly improves the performance and outcomes of outpatient IA injections in a clinically significant manner.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Does sonographic needle guidance affect the clinical outcome of intraarticular injections?'}"
182ddcde-bac1-490e-911c-667ba265f398,"{'Context': array(['To determine if temperature during cardiopulmonary bypass (CPB) has an effect on perioperative and postoperative thyroid function.',
       'Prospective study comparing thyroid function during and after hypothermic and normothermic CPB.',
       'Cardiac surgical unit at a university-affiliated hospital.',
       'Twelve patients scheduled to undergo cardiac operations with normothermic (n = 6) or hypothermic (n = 6) CPB.',
       'Blood was analyzed for serum concentration of total thyroxine (TT4), total triiodothyronine (TT3), free T3 (fT3), reverse T3 (rT3), and thyroid stimulating hormone (TSH) preoperatively, 60 min after CPB was initiated, 30 min after discontinuing CPB, and on postoperative days (POD) 1, 3, and 5.',
       'Patients who underwent either cold (26 degrees +/- 5 degrees C) or warm (35 degrees +/- 1 degree C) CPB were comparable with regard to age, body weight, duration of CPB, cross-clamp time, use of inotropes, total heparin dose, and length of hospital stay. Incidence of postoperative myocardial infarction, congestive heart failure, and death were similar. In both groups, TT4 and TT3 were reduced below baseline values beginning with CPB and persisting for up to 5 days after CPB (p<0.05), free T3 was reduced for up to 3 days after CPB (p<0.05), mean serum rT3 was elevated on POD 1 and POD 3 (p<0.05), and TSH remained unchanged.'],
      dtype=object), 'Correct Answer': 'no', 'Correct Option': 'B', 'Long Answer': 'The results of this study suggest that normothermic CPB does not prevent the development of the ""euthyroid sick syndrome"" during and after CPB. Despite these changes in thyroid function, most patients in both groups had a normal postoperative recovery.', 'Options': {'A': 'yes', 'B': 'no', 'C': 'maybe'}, 'Question': 'Cardiopulmonary bypass temperature does not affect postoperative euthyroid sick syndrome?'}"
